neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Brooklyn,Williamsburg,40.71528,-73.95033,Private room,2,0,,1,89,120
Manhattan,Hell's Kitchen,40.76592,-73.98769,Shared room,1,5,1.38,5,365,75
Brooklyn,Crown Heights,40.66895,-73.9235,Private room,1,88,3.59,12,61,53
Queens,Long Island City,40.73511,-73.92488,Private room,5,1,0.16,4,315,79
Brooklyn,Gravesend,40.60399,-73.97092,Private room,1,61,0.81,2,335,72
Manhattan,Washington Heights,40.83366,-73.94302,Private room,2,97,4.14,1,35,60
Queens,Corona,40.73884,-73.8665,Private room,16,34,0.87,2,146,40
Manhattan,Murray Hill,40.7488,-73.97522,Entire home/apt,2,8,1.95,327,105,240
Manhattan,Harlem,40.81934,-73.95668,Private room,2,0,,1,0,50
Brooklyn,Bushwick,40.70028,-73.93952,Shared room,30,0,,14,333,35
Brooklyn,South Slope,40.66757,-73.98498,Entire home/apt,3,0,,1,101,475
Manhattan,Upper East Side,40.77504,-73.94945,Entire home/apt,1,95,2.54,2,215,138
Brooklyn,Bedford-Stuyvesant,40.6924,-73.94825,Private room,20,0,,1,0,35
Brooklyn,Brighton Beach,40.57717,-73.9608,Private room,1,7,0.32,3,342,95
Queens,Sunnyside,40.74242,-73.92597,Private room,10,1,0.06,1,2,40
Manhattan,Harlem,40.8181,-73.94632,Entire home/apt,1,30,0.82,1,0,136
Brooklyn,Bushwick,40.69857,-73.9261,Entire home/apt,3,3,3.0,1,351,275
Manhattan,Washington Heights,40.83379,-73.94141,Shared room,1,20,0.47,3,324,36
Manhattan,Upper West Side,40.77068,-73.98674,Entire home/apt,30,0,,33,364,229
Manhattan,Washington Heights,40.83625,-73.93915,Entire home/apt,2,10,0.28,1,0,140
Brooklyn,Williamsburg,40.71801,-73.96405,Private room,3,0,,3,0,59
Manhattan,Gramercy,40.73293,-73.9836,Entire home/apt,5,5,0.08,1,0,190
Manhattan,Midtown,40.76427,-73.98208,Entire home/apt,2,0,,4,229,450
Queens,Ridgewood,40.69787,-73.90008,Private room,2,4,0.19,1,175,38
Manhattan,Upper East Side,40.77838,-73.94792,Private room,1,0,,1,0,125
Manhattan,Hell's Kitchen,40.76667,-73.98341,Entire home/apt,30,0,,121,352,279
Brooklyn,Bedford-Stuyvesant,40.68965,-73.9288,Private room,7,0,,1,0,65
Manhattan,Harlem,40.82203,-73.95612,Private room,30,77,3.26,2,190,50
Brooklyn,Bedford-Stuyvesant,40.68712,-73.94708,Entire home/apt,2,168,5.45,1,203,130
Manhattan,East Village,40.72613,-73.98621,Entire home/apt,5,0,,1,0,140
Manhattan,Chelsea,40.74186,-74.00372,Entire home/apt,4,3,0.31,1,0,180
Manhattan,East Village,40.72205,-73.98389,Private room,4,29,1.14,2,220,169
Brooklyn,Sunset Park,40.64342,-74.01224,Private room,2,1,0.03,1,0,60
Manhattan,Upper West Side,40.80116,-73.96088,Private room,2,10,0.91,4,0,69
Manhattan,Lower East Side,40.71954,-73.99067,Private room,10,0,,1,0,58
Manhattan,Kips Bay,40.74509,-73.97894,Entire home/apt,4,0,,1,77,300
Manhattan,Midtown,40.75304,-73.96658,Entire home/apt,3,0,,1,148,399
Brooklyn,Prospect-Lefferts Gardens,40.66084,-73.96001,Private room,20,0,,2,7,38
Brooklyn,Prospect-Lefferts Gardens,40.65494,-73.9603,Private room,2,0,,1,27,150
Manhattan,Washington Heights,40.84156,-73.93884,Private room,2,3,0.08,1,0,45
Brooklyn,Sheepshead Bay,40.58363,-73.93553,Entire home/apt,7,3,0.05,2,363,260
Queens,Woodhaven,40.69658,-73.85615,Private room,1,2,2.0,1,359,50
Manhattan,Hell's Kitchen,40.76609,-73.99396,Shared room,1,94,4.09,1,7,115
Brooklyn,Bedford-Stuyvesant,40.69241,-73.94885,Entire home/apt,2,190,2.04,1,315,170
Brooklyn,Midwood,40.62735,-73.95704,Private room,7,7,0.12,1,364,50
Manhattan,Harlem,40.80524,-73.95254,Private room,2,17,0.73,2,0,99
Bronx,Longwood,40.82306,-73.90821,Entire home/apt,1,50,8.11,1,359,75
Brooklyn,Gravesend,40.59744,-73.96964,Private room,2,7,0.22,1,318,40
Manhattan,Upper East Side,40.78394,-73.95137,Private room,2,49,4.06,3,358,110
Manhattan,Murray Hill,40.74943,-73.97945,Entire home/apt,2,14,0.64,1,13,210
Queens,Sunnyside,40.7364,-73.91923,Private room,1,36,0.99,8,346,90
Brooklyn,Bedford-Stuyvesant,40.68422,-73.92314,Private room,2,16,2.5,3,222,65
Manhattan,Financial District,40.70584,-74.01039,Entire home/apt,2,3,0.77,327,317,215
Manhattan,Upper East Side,40.76672,-73.96111,Entire home/apt,1,23,4.16,1,109,129
Manhattan,East Harlem,40.78986,-73.94848,Private room,3,80,2.26,1,112,100
Queens,Ditmars Steinway,40.77783,-73.90662,Private room,1,5,1.29,2,358,80
Brooklyn,Bushwick,40.70127,-73.91235,Private room,30,0,,9,43,35
Brooklyn,Crown Heights,40.67064,-73.95714,Private room,1,0,,1,0,32
Manhattan,Midtown,40.75535,-73.96469,Entire home/apt,30,0,,2,297,340
Manhattan,Upper East Side,40.76301,-73.96734,Private room,1,60,1.31,3,351,95
Queens,Briarwood,40.71156,-73.8091,Entire home/apt,3,104,1.35,1,256,63
Brooklyn,Vinegar Hill,40.70125,-73.98582,Entire home/apt,2,114,3.36,1,154,175
Brooklyn,Bushwick,40.69388,-73.92974,Private room,1,13,2.15,1,89,39
Brooklyn,Greenpoint,40.7233,-73.94187,Entire home/apt,1,9,0.32,1,0,116
Manhattan,Morningside Heights,40.80636,-73.9578,Entire home/apt,3,0,,3,0,79
Brooklyn,Boerum Hill,40.68671,-73.98541,Entire home/apt,1,2,0.04,1,0,75
Manhattan,Harlem,40.82132,-73.9538,Private room,1,10,4.17,1,5,65
Queens,Astoria,40.76326,-73.92569,Entire home/apt,3,3,0.09,2,0,500
Manhattan,East Harlem,40.79601,-73.93454,Private room,2,0,,1,0,50
Manhattan,Harlem,40.81894,-73.93871,Private room,4,20,0.41,2,334,81
Manhattan,East Village,40.73249,-73.9887,Private room,30,8,0.16,1,365,200
Brooklyn,Williamsburg,40.71728,-73.94345,Private room,5,0,,1,0,79
Brooklyn,Bedford-Stuyvesant,40.67982,-73.94978,Entire home/apt,4,0,,1,17,175
Brooklyn,Williamsburg,40.71701,-73.94082,Entire home/apt,2,1,1.0,3,337,295
Manhattan,West Village,40.73728,-74.00773,Entire home/apt,5,4,0.09,1,0,95
Brooklyn,Crown Heights,40.67299,-73.95521,Private room,7,6,0.41,2,299,49
Brooklyn,Crown Heights,40.67859,-73.96076,Private room,1,117,2.82,1,96,75
Bronx,Claremont Village,40.84145,-73.91027,Entire home/apt,3,29,4.7,1,109,150
Manhattan,Harlem,40.8255,-73.94119,Private room,3,2,0.09,1,0,50
Brooklyn,Sheepshead Bay,40.60467,-73.94243,Entire home/apt,1,5,5.0,1,162,139
Brooklyn,Brownsville,40.6678,-73.92526,Private room,3,34,0.73,1,116,60
Brooklyn,Bedford-Stuyvesant,40.68407,-73.93944,Private room,3,36,3.04,2,32,51
Manhattan,Greenwich Village,40.72891,-74.00109,Entire home/apt,5,0,,1,0,149
Queens,Flushing,40.75283,-73.82561,Private room,1,1,1.0,1,365,46
Brooklyn,Bushwick,40.6821,-73.90856,Private room,2,54,1.87,4,179,30
Manhattan,Hell's Kitchen,40.76479,-73.98667,Private room,1,1,0.88,5,0,86
Queens,Astoria,40.75732,-73.92019,Entire home/apt,2,67,2.13,1,191,110
Brooklyn,Bedford-Stuyvesant,40.67828,-73.92965,Private room,3,130,2.0,3,220,80
Manhattan,Washington Heights,40.84832,-73.93583,Private room,1,59,7.14,1,77,42
Brooklyn,Canarsie,40.63655,-73.91065,Entire home/apt,1,10,2.17,1,3,78
Bronx,Williamsbridge,40.88296,-73.86264,Private room,1,19,0.83,1,311,50
Brooklyn,Prospect-Lefferts Gardens,40.66139,-73.96231,Entire home/apt,4,0,,1,0,115
Brooklyn,Park Slope,40.67761,-73.97767,Private room,1,96,3.9,1,53,120
Queens,Laurelton,40.67156,-73.74383,Entire home/apt,2,26,3.79,1,21,125
Brooklyn,Crown Heights,40.66562,-73.93201,Private room,30,15,0.67,2,163,55
Brooklyn,Crown Heights,40.6692,-73.9359,Entire home/apt,3,32,1.36,9,72,87
Manhattan,Upper East Side,40.76719,-73.96565,Entire home/apt,30,11,0.3,12,28,130
Brooklyn,Bedford-Stuyvesant,40.69385,-73.95696,Shared room,1,18,1.53,34,365,36
Manhattan,West Village,40.73229,-74.004,Private room,2,0,,1,0,130
Bronx,Allerton,40.86578,-73.86534,Entire home/apt,2,22,1.44,5,361,250
Manhattan,Upper West Side,40.77727,-73.98355,Entire home/apt,1,0,,1,0,200
Manhattan,Upper East Side,40.78021,-73.95044,Entire home/apt,2,5,0.08,1,0,175
Manhattan,East Village,40.72685,-73.9837,Entire home/apt,3,13,2.32,1,212,299
Brooklyn,Kensington,40.6368,-73.96857,Private room,1,6,0.26,1,0,35
Brooklyn,Brooklyn Heights,40.69093,-73.9929,Private room,7,6,0.7,1,0,64
Manhattan,Hell's Kitchen,40.76617,-73.99169,Shared room,2,0,,1,26,400
Manhattan,Hell's Kitchen,40.77044,-73.99126,Entire home/apt,3,0,,1,29,220
Manhattan,Hell's Kitchen,40.76234,-73.98732,Entire home/apt,2,6,0.15,1,0,275
Manhattan,East Village,40.72738,-73.98076,Entire home/apt,3,0,,1,0,180
Manhattan,Upper East Side,40.76622,-73.95295,Entire home/apt,1,10,5.08,1,280,200
Queens,Sunnyside,40.74824,-73.91361,Private room,4,42,0.89,2,1,80
Brooklyn,Greenpoint,40.7288,-73.95408,Entire home/apt,13,8,0.33,1,0,70
Brooklyn,Cobble Hill,40.68574,-73.99958,Entire home/apt,3,31,2.98,1,101,250
Manhattan,SoHo,40.72293,-73.99952,Private room,1,24,0.71,4,89,120
Brooklyn,Clinton Hill,40.68214,-73.96474,Private room,4,3,0.06,1,0,61
Manhattan,Midtown,40.76146,-73.96649,Private room,3,67,1.64,1,265,195
Manhattan,Harlem,40.82704,-73.94907,Entire home/apt,3,2,0.04,1,0,80
Brooklyn,Bedford-Stuyvesant,40.68725,-73.95472,Private room,1,0,,1,0,50
Manhattan,Upper East Side,40.76395,-73.96196,Entire home/apt,1,3,0.1,1,0,270
Queens,Ditmars Steinway,40.77117,-73.90427,Private room,1,16,0.68,2,364,200
Manhattan,Gramercy,40.73227,-73.98451,Private room,5,5,0.07,1,22,109
Queens,Jackson Heights,40.75096,-73.88423,Entire home/apt,3,7,0.68,1,28,175
Manhattan,Midtown,40.76663,-73.98069,Entire home/apt,5,19,0.33,1,192,345
Brooklyn,Clinton Hill,40.68374,-73.96452,Entire home/apt,3,97,1.95,1,348,130
Manhattan,East Harlem,40.79483,-73.93478,Private room,3,2,0.09,1,0,90
Bronx,Longwood,40.82716,-73.89911,Private room,1,11,0.3,1,0,30
Brooklyn,Prospect Heights,40.67801,-73.96739,Private room,5,2,0.05,3,0,70
Brooklyn,Crown Heights,40.68076,-73.96415,Entire home/apt,1,3,0.33,1,95,150
Manhattan,Murray Hill,40.74713,-73.98075,Private room,2,8,0.43,1,177,175
Manhattan,Stuyvesant Town,40.73117,-73.97616,Private room,31,0,,1,0,55
Manhattan,Upper East Side,40.76021,-73.96157,Entire home/apt,30,10,0.22,34,346,165
Brooklyn,Bedford-Stuyvesant,40.68788,-73.95741,Entire home/apt,2,4,0.26,1,0,95
Manhattan,Upper West Side,40.78196,-73.98283,Entire home/apt,2,2,0.31,1,89,400
Brooklyn,Williamsburg,40.71432,-73.94751,Entire home/apt,14,2,0.16,1,177,120
Brooklyn,Fort Greene,40.68629,-73.97589,Private room,5,6,0.63,1,167,75
Manhattan,Harlem,40.82656,-73.94648,Entire home/apt,1,13,3.22,1,83,225
Brooklyn,Greenpoint,40.73051,-73.95496,Private room,2,2,0.05,1,0,80
Manhattan,Hell's Kitchen,40.76453,-73.98527,Private room,3,8,1.4,1,0,80
Brooklyn,Williamsburg,40.71796,-73.95522,Private room,2,0,,1,0,75
Manhattan,Midtown,40.74624,-73.98648,Private room,2,76,3.73,4,148,140
Queens,Ridgewood,40.70737,-73.91439,Entire home/apt,3,17,1.41,1,0,100
Manhattan,East Village,40.72957,-73.98406,Private room,5,8,0.14,1,0,99
Brooklyn,Williamsburg,40.70529,-73.9331,Entire home/apt,1,1,0.26,2,347,300
Brooklyn,Flatlands,40.6316,-73.94559,Entire home/apt,1,2,1.02,1,132,80
Brooklyn,Bedford-Stuyvesant,40.69102,-73.95132,Private room,3,3,0.16,3,88,80
Brooklyn,Clinton Hill,40.68981,-73.9604,Shared room,1,4,4.0,6,344,37
Manhattan,East Village,40.72832,-73.98984,Private room,1,0,,1,177,180
Queens,St. Albans,40.68872,-73.77373,Private room,1,14,0.19,5,359,59
Brooklyn,Greenpoint,40.73208,-73.95653,Entire home/apt,3,32,0.6,1,265,190
Manhattan,Financial District,40.70884,-74.00754,Entire home/apt,2,15,0.42,1,0,130
Manhattan,Upper East Side,40.7789,-73.95554,Entire home/apt,4,1,1.0,1,314,199
Brooklyn,Bushwick,40.68822,-73.90979,Private room,1,0,,1,19,50
Brooklyn,Williamsburg,40.70724,-73.94379,Entire home/apt,2,36,1.19,1,0,100
Manhattan,Chelsea,40.74085,-74.00379,Private room,4,34,2.24,2,20,80
Bronx,Bronxdale,40.856,-73.86705,Shared room,1,4,4.0,1,340,57
Brooklyn,Gowanus,40.68323,-73.98643,Private room,2,0,,1,365,200
Manhattan,Greenwich Village,40.72936,-73.99911,Entire home/apt,4,17,0.49,1,188,195
Manhattan,Harlem,40.80577,-73.94616,Entire home/apt,4,1,0.08,6,364,220
Manhattan,Hell's Kitchen,40.76161,-73.99452,Entire home/apt,60,7,0.1,1,188,150
Brooklyn,Bedford-Stuyvesant,40.68488,-73.92706,Entire home/apt,1,39,2.87,1,75,149
Manhattan,Midtown,40.76387,-73.98021,Entire home/apt,1,3,0.07,1,0,420
Manhattan,Stuyvesant Town,40.73167,-73.98146,Private room,1,6,0.19,1,180,175
Manhattan,Chinatown,40.71628,-73.98999,Private room,1,1,0.02,1,0,85
Manhattan,East Village,40.72687,-73.98416,Entire home/apt,1,15,4.84,5,317,396
Brooklyn,Bedford-Stuyvesant,40.68442,-73.95639,Private room,2,6,0.12,1,0,50
Brooklyn,Bedford-Stuyvesant,40.68121,-73.94471,Private room,2,17,0.76,1,89,50
Brooklyn,Bedford-Stuyvesant,40.69261,-73.93325,Private room,3,22,1.03,1,357,120
Manhattan,Midtown,40.76486,-73.97885,Private room,1,0,,1,0,600
Manhattan,East Harlem,40.79602,-73.94884,Private room,1,6,0.23,1,0,77
Brooklyn,Sunset Park,40.66406,-73.9949,Entire home/apt,30,2,0.46,21,362,172
Manhattan,Midtown,40.74602,-73.98486,Entire home/apt,3,20,7.89,1,86,339
Manhattan,Murray Hill,40.74792,-73.97614,Entire home/apt,2,8,1.86,327,91,262
Manhattan,Hell's Kitchen,40.76303,-73.98767,Entire home/apt,2,24,0.71,3,274,1000
Manhattan,Upper East Side,40.76053,-73.96181,Entire home/apt,2,22,0.55,1,0,110
Queens,Woodhaven,40.69606,-73.85226,Private room,1,86,3.68,4,248,55
Brooklyn,Greenpoint,40.73442,-73.95854,Private room,5,2,0.16,1,0,70
Brooklyn,Bedford-Stuyvesant,40.69485,-73.93866,Private room,5,6,1.91,3,28,48
Queens,Elmhurst,40.74477,-73.87727,Private room,1,0,,5,172,45
Brooklyn,Bedford-Stuyvesant,40.6889,-73.93733,Private room,2,40,3.79,1,13,53
Manhattan,Chelsea,40.73958,-74.00171,Private room,3,2,0.08,1,0,65
Manhattan,Upper East Side,40.78609,-73.95341,Entire home/apt,3,0,,1,166,225
Brooklyn,Prospect Heights,40.67841,-73.9698,Entire home/apt,7,5,0.18,1,0,175
Brooklyn,Gravesend,40.59162,-73.9702,Entire home/apt,2,0,,1,0,300
Manhattan,Gramercy,40.73755,-73.98595,Private room,4,147,2.44,1,344,150
Brooklyn,Gowanus,40.67928,-73.98254,Private room,1,238,4.85,1,236,98
Manhattan,Hell's Kitchen,40.76189,-73.99,Private room,2,52,0.55,1,303,130
Brooklyn,Prospect-Lefferts Gardens,40.65842,-73.94791,Entire home/apt,4,25,0.65,2,324,109
Brooklyn,Bedford-Stuyvesant,40.69232,-73.9534,Entire home/apt,5,1,0.4,1,0,250
Brooklyn,Williamsburg,40.71058,-73.95294,Entire home/apt,1,133,4.34,1,359,280
Manhattan,Morningside Heights,40.80947,-73.96357,Entire home/apt,3,0,,1,0,100
Manhattan,Nolita,40.72271,-73.99545,Entire home/apt,3,2,0.04,1,0,180
Brooklyn,Williamsburg,40.70197,-73.94131,Shared room,3,0,,1,16,50
Brooklyn,Prospect Heights,40.67649,-73.96499,Private room,2,28,4.35,1,82,80
Brooklyn,Bedford-Stuyvesant,40.68447,-73.9543,Entire home/apt,3,21,0.44,1,5,275
Manhattan,Upper West Side,40.78299,-73.98318,Entire home/apt,31,1,0.07,8,332,150
Brooklyn,Flatbush,40.64387,-73.96855,Private room,2,158,1.77,1,168,75
Brooklyn,Kensington,40.64651,-73.97662,Entire home/apt,4,20,0.26,1,0,100
Manhattan,Morningside Heights,40.80752,-73.96713,Entire home/apt,7,5,0.14,1,0,375
Brooklyn,Brooklyn Heights,40.69174,-73.99283,Entire home/apt,2,4,0.36,2,11,150
Brooklyn,Bushwick,40.70574,-73.92289,Private room,1,14,0.62,2,0,85
Manhattan,Upper East Side,40.77259,-73.95647,Entire home/apt,3,47,0.95,1,0,200
Manhattan,Hell's Kitchen,40.7619,-73.99819,Entire home/apt,30,0,,18,365,534
Manhattan,Gramercy,40.73742,-73.98219,Entire home/apt,2,58,2.65,3,323,265
Manhattan,Midtown,40.75893,-73.96751,Entire home/apt,4,1,0.83,1,52,290
Manhattan,West Village,40.73525,-74.00217,Entire home/apt,10,10,0.21,1,0,165
Brooklyn,Greenpoint,40.727,-73.94249,Private room,1,0,,1,0,50
Manhattan,Harlem,40.81175,-73.94478,Entire home/apt,7,97,0.84,1,309,150
Brooklyn,Flatbush,40.64361,-73.96821,Entire home/apt,2,95,1.65,2,349,190
Queens,Rosedale,40.66875,-73.73627,Private room,1,3,1.11,2,180,70
Brooklyn,Flatlands,40.6246,-73.92709,Private room,1,1,0.83,2,37,40
Brooklyn,Greenpoint,40.73453,-73.95795,Private room,5,0,,2,88,120
Manhattan,East Village,40.72128,-73.97899,Entire home/apt,14,2,1.5,1,233,200
Brooklyn,Williamsburg,40.70631,-73.93338,Private room,21,0,,1,5,64
Manhattan,Hell's Kitchen,40.76416,-73.98807,Entire home/apt,2,8,0.18,1,181,300
Brooklyn,Bushwick,40.6856,-73.91413,Entire home/apt,2,4,0.86,2,0,79
Brooklyn,Bedford-Stuyvesant,40.68174,-73.91365,Entire home/apt,2,40,0.99,3,354,125
Manhattan,Harlem,40.79942,-73.95128,Entire home/apt,3,11,0.36,1,0,159
Brooklyn,Bedford-Stuyvesant,40.68197,-73.91235,Private room,2,11,3.17,10,317,40
Manhattan,Nolita,40.72243,-73.99655,Private room,6,3,0.05,1,43,125
Queens,Jamaica,40.6852,-73.7962,Entire home/apt,1,352,6.1,1,359,89
Staten Island,Eltingville,40.54106,-74.14666,Entire home/apt,5,83,2.56,1,291,70
Brooklyn,Williamsburg,40.70678,-73.95478,Entire home/apt,1,8,2.18,1,134,506
Manhattan,Chelsea,40.74676,-73.99562,Entire home/apt,4,52,1.25,1,1,199
Manhattan,Midtown,40.76507,-73.98393,Entire home/apt,5,1,0.03,1,0,140
Queens,Ridgewood,40.70476,-73.91111,Private room,1,3,0.29,1,0,75
Manhattan,Hell's Kitchen,40.76209,-73.99875,Entire home/apt,2,12,1.14,2,2,300
Manhattan,Upper East Side,40.77345,-73.95848,Private room,10,38,0.78,3,157,112
Manhattan,Harlem,40.82132,-73.95441,Private room,1,3,3.0,3,249,57
Manhattan,Harlem,40.82923,-73.93764,Private room,3,22,2.1,1,10,120
Brooklyn,Bedford-Stuyvesant,40.68631,-73.92629,Private room,2,0,,1,0,200
Manhattan,East Village,40.73214,-73.98783,Entire home/apt,3,4,0.3,1,89,395
Queens,Flushing,40.7681,-73.82265,Private room,2,1,0.06,1,0,50
Brooklyn,Windsor Terrace,40.66023,-73.98259,Entire home/apt,2,7,0.38,1,0,99
Brooklyn,Bedford-Stuyvesant,40.68556,-73.92767,Entire home/apt,4,5,0.14,1,15,195
Manhattan,Upper West Side,40.79908,-73.96465,Private room,7,2,0.6,1,283,50
Manhattan,Harlem,40.80226,-73.95211,Entire home/apt,2,3,0.84,1,35,113
Manhattan,Chelsea,40.74605,-73.99906,Private room,2,153,2.17,1,161,125
Manhattan,Lower East Side,40.71804,-73.98565,Entire home/apt,7,4,0.22,1,0,200
Queens,Woodside,40.74041,-73.89029,Private room,30,3,0.5,103,195,49
Brooklyn,Bushwick,40.68909,-73.9173,Entire home/apt,2,240,3.53,2,242,125
Brooklyn,Bedford-Stuyvesant,40.68397,-73.95136,Private room,7,0,,1,0,40
Brooklyn,Greenpoint,40.72214,-73.94345,Private room,3,20,0.66,3,0,199
Queens,Sunnyside,40.74035,-73.91663,Private room,7,0,,1,0,60
Brooklyn,Crown Heights,40.67902,-73.96042,Private room,2,0,,2,100,45
Brooklyn,Crown Heights,40.6763,-73.95764,Private room,3,0,,2,0,55
Brooklyn,Cobble Hill,40.68846,-73.99557,Entire home/apt,2,19,3.63,1,295,250
Manhattan,East Village,40.72816,-73.98843,Private room,2,396,7.71,1,143,163
Manhattan,Hell's Kitchen,40.76448,-73.98632,Private room,1,3,0.44,5,358,99
Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,Private room,1,72,0.84,2,96,42
Brooklyn,Gravesend,40.5908,-73.97116,Shared room,1,0,,6,338,25
Brooklyn,Bedford-Stuyvesant,40.68112,-73.9302,Entire home/apt,3,59,1.73,1,57,120
Manhattan,Inwood,40.86836,-73.92827,Private room,4,38,1.04,1,149,65
Manhattan,Washington Heights,40.85159,-73.94036,Entire home/apt,1,32,1.18,1,358,150
Brooklyn,Fort Greene,40.69297,-73.9741,Entire home/apt,25,1,0.02,1,0,145
Manhattan,Upper West Side,40.77859,-73.97964,Entire home/apt,1,0,,1,0,750
Manhattan,Upper West Side,40.78128,-73.98184,Entire home/apt,2,3,0.06,1,0,149
Brooklyn,Flatbush,40.64815,-73.96486,Entire home/apt,2,8,0.13,1,6,79
Manhattan,Harlem,40.81575,-73.9537,Entire home/apt,7,34,0.58,2,0,145
Queens,Woodside,40.74746,-73.89712,Entire home/apt,3,51,1.52,3,253,120
Manhattan,East Village,40.72826,-73.98871,Entire home/apt,3,2,0.05,1,0,325
Brooklyn,Greenpoint,40.72533,-73.94014,Entire home/apt,30,1,0.07,52,340,129
Manhattan,Greenwich Village,40.7302,-74.0008,Entire home/apt,2,4,0.16,1,0,180
Brooklyn,Fort Greene,40.6884,-73.97527,Entire home/apt,2,109,3.22,2,243,250
Manhattan,Upper East Side,40.77072,-73.95538,Entire home/apt,30,0,,52,358,105
Manhattan,Nolita,40.72203,-73.99498,Private room,4,6,0.18,2,0,320
Queens,East Elmhurst,40.76971,-73.87273,Entire home/apt,1,34,3.76,1,166,99
Manhattan,Upper West Side,40.79741,-73.9697,Private room,2,27,1.33,1,63,150
Manhattan,Upper West Side,40.78838,-73.97892,Entire home/apt,1,0,,1,0,250
Queens,Long Island City,40.75366,-73.9311,Private room,1,0,,5,359,89
Brooklyn,South Slope,40.66921,-73.98813,Entire home/apt,6,28,0.68,3,0,275
Manhattan,East Village,40.72405,-73.9845,Entire home/apt,3,1,0.17,2,0,187
Brooklyn,Bushwick,40.69995,-73.92937,Entire home/apt,5,14,0.33,1,1,100
Manhattan,Upper West Side,40.79355,-73.96752,Entire home/apt,31,0,,3,333,200
Brooklyn,Bedford-Stuyvesant,40.68293,-73.95458,Private room,1,2,0.07,1,0,71
Brooklyn,Bedford-Stuyvesant,40.68358,-73.95282,Entire home/apt,2,0,,1,0,120
Brooklyn,Bushwick,40.68821,-73.9187,Entire home/apt,3,159,3.54,3,231,229
Manhattan,East Village,40.72615,-73.98905,Private room,2,5,0.55,1,149,140
Manhattan,East Village,40.73123,-73.98655,Private room,14,0,,1,0,90
Brooklyn,Greenpoint,40.72523,-73.95218,Private room,5,0,,1,0,65
Brooklyn,Williamsburg,40.71128,-73.954,Entire home/apt,4,6,0.12,1,0,119
Queens,Flushing,40.75138,-73.81515,Private room,1,0,,7,358,35
Queens,Long Island City,40.76044,-73.92955,Entire home/apt,1,54,3.38,2,338,200
Brooklyn,Bedford-Stuyvesant,40.68758,-73.9484,Private room,3,4,0.35,2,0,55
Brooklyn,Williamsburg,40.70635,-73.94656,Entire home/apt,4,0,,1,0,200
Brooklyn,Bedford-Stuyvesant,40.68613,-73.9295,Private room,1,1,0.39,6,356,100
Manhattan,Upper West Side,40.80056,-73.96035,Private room,2,26,0.71,1,16,85
Brooklyn,South Slope,40.6651,-73.98307,Entire home/apt,3,134,3.18,1,241,135
Manhattan,Hell's Kitchen,40.76385,-73.9905,Entire home/apt,5,40,0.68,8,43,199
Bronx,Port Morris,40.80707,-73.92974,Entire home/apt,5,1,0.67,1,0,200
Brooklyn,Greenpoint,40.72334,-73.93745,Private room,1,13,1.63,5,160,45
Manhattan,East Village,40.72826,-73.98422,Private room,1,8,0.16,2,0,130
Queens,Ridgewood,40.70575,-73.90171,Entire home/apt,1,109,3.97,1,75,90
Brooklyn,Bedford-Stuyvesant,40.68131,-73.95254,Private room,2,18,2.1,1,74,79
Manhattan,Upper East Side,40.76928,-73.96163,Private room,1,1,0.02,1,0,250
Manhattan,West Village,40.73376,-74.00095,Entire home/apt,3,0,,1,0,350
Brooklyn,Greenpoint,40.72434,-73.93971,Private room,7,1,0.28,1,64,59
Queens,Queens Village,40.72417,-73.76053,Private room,1,15,1.14,2,349,65
Manhattan,Harlem,40.8214,-73.95675,Shared room,1,31,0.53,1,365,200
Brooklyn,Sunset Park,40.64704,-74.00819,Entire home/apt,4,23,2.61,1,31,119
Manhattan,West Village,40.73261,-74.00713,Entire home/apt,2,7,0.33,1,365,295
Queens,Ditmars Steinway,40.77674,-73.91031,Entire home/apt,4,0,,1,152,190
Brooklyn,Bushwick,40.68569,-73.90857,Private room,3,2,2.0,1,97,50
Manhattan,Lower East Side,40.71282,-73.98915,Entire home/apt,3,70,1.64,1,230,145
Manhattan,Lower East Side,40.71325,-73.99009,Private room,2,2,0.1,1,0,160
Manhattan,Chelsea,40.74249,-73.99997,Private room,4,33,2.56,1,0,68
Brooklyn,Williamsburg,40.71064,-73.95919,Private room,1,2,0.07,1,0,70
Brooklyn,Prospect-Lefferts Gardens,40.66376,-73.94643,Private room,1,45,2.42,2,52,35
Queens,St. Albans,40.7036,-73.76637,Private room,1,63,1.91,3,363,63
Manhattan,East Village,40.72138,-73.98084,Entire home/apt,1,22,3.4,2,17,90
Brooklyn,Prospect Heights,40.67807,-73.96446,Entire home/apt,5,1,0.05,1,0,100
Queens,Ridgewood,40.70083,-73.90802,Private room,35,0,,10,331,47
Brooklyn,Fort Greene,40.69757,-73.97557,Private room,30,0,,25,347,48
Manhattan,Harlem,40.81915,-73.93964,Entire home/apt,7,11,0.18,1,0,100
Brooklyn,Bedford-Stuyvesant,40.69655,-73.93458,Private room,1,18,6.0,1,0,55
Brooklyn,Bedford-Stuyvesant,40.693,-73.934,Entire home/apt,3,12,2.13,1,0,120
Brooklyn,Prospect Heights,40.68056,-73.97251,Entire home/apt,2,5,0.85,1,0,275
Manhattan,West Village,40.73623,-74.00036,Entire home/apt,1,1,0.02,1,0,207
