neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Upper East Side,40.76358,-73.95895,Entire home/apt,80,20,0.29,1,203,90
Manhattan,Upper East Side,40.76436,-73.96471,Entire home/apt,4,7,0.16,1,188,300
Brooklyn,Bedford-Stuyvesant,40.68743,-73.93045,Private room,1,14,0.4,1,0,150
Brooklyn,Bushwick,40.69342,-73.91116,Private room,1,2,0.05,1,0,55
Queens,Far Rockaway,40.59495,-73.75771,Entire home/apt,4,14,0.53,1,17,100
Manhattan,Harlem,40.80031,-73.95514,Private room,1,2,0.07,1,0,150
Queens,Elmhurst,40.74537,-73.88337,Private room,1,12,0.26,1,0,51
Manhattan,East Village,40.73228,-73.98669,Entire home/apt,3,1,0.16,1,0,650
Brooklyn,Bushwick,40.70099,-73.93728,Entire home/apt,2,59,3.69,1,53,245
Brooklyn,Bushwick,40.70312,-73.92071,Private room,2,4,2.35,1,76,75
Brooklyn,Fort Greene,40.69012,-73.97252,Entire home/apt,2,5,0.16,1,18,180
Manhattan,Greenwich Village,40.73491,-73.99231,Entire home/apt,53,2,0.05,1,365,250
Brooklyn,Cobble Hill,40.68391,-73.99583,Entire home/apt,5,4,0.36,2,19,285
Manhattan,Lower East Side,40.71884,-73.98354,Private room,4,23,2.29,1,102,160
Brooklyn,Williamsburg,40.70429,-73.93793,Private room,14,0,,1,0,75
Manhattan,East Harlem,40.7869,-73.95285,Private room,1,2,0.05,1,0,45
Manhattan,Harlem,40.82128,-73.95835,Private room,2,0,,1,40,100
Queens,Long Island City,40.76049,-73.9288,Entire home/apt,2,2,2.0,1,21,110
Manhattan,Midtown,40.76362,-73.97542,Private room,1,10,0.3,1,175,180
Brooklyn,Sunset Park,40.66154,-73.99158,Entire home/apt,9,0,,1,16,109
Manhattan,Washington Heights,40.84877,-73.93821,Entire home/apt,4,0,,1,0,65
Brooklyn,Williamsburg,40.72026,-73.96111,Private room,1,0,,1,0,65
Brooklyn,Bushwick,40.68815,-73.91344,Private room,3,7,0.22,1,0,62
Brooklyn,Clinton Hill,40.68382,-73.96292,Entire home/apt,3,0,,1,0,300
Queens,Sunnyside,40.74137,-73.9234,Private room,7,11,0.22,1,0,60
Manhattan,Theater District,40.7627,-73.98437,Private room,1,4,4.0,15,359,100
Manhattan,Midtown,40.75462,-73.96869,Entire home/apt,2,168,3.1,1,46,99
Brooklyn,Bedford-Stuyvesant,40.68799,-73.95202,Entire home/apt,2,58,3.39,1,62,110
Queens,Flushing,40.75532,-73.81074,Entire home/apt,3,37,1.51,4,0,85
Manhattan,Chelsea,40.74376,-74.00387,Entire home/apt,30,195,4.26,1,270,270
Queens,Long Island City,40.75768,-73.92897,Private room,15,14,0.88,2,16,75
Manhattan,NoHo,40.7256,-73.99445,Entire home/apt,20,29,0.37,1,302,234
Manhattan,Financial District,40.70631,-74.01225,Entire home/apt,2,5,3.0,327,349,228
Manhattan,Financial District,40.70666,-74.00597,Private room,15,1,0.03,1,0,60
Manhattan,Chelsea,40.75039,-74.00287,Entire home/apt,7,2,0.5,1,0,105
Manhattan,Murray Hill,40.74733,-73.97865,Entire home/apt,30,0,,49,329,197
Manhattan,Little Italy,40.71836,-73.99777,Private room,1,106,4.29,2,9,90
Brooklyn,Bushwick,40.69452,-73.92322,Private room,1,1,0.03,1,0,59
Manhattan,West Village,40.73454,-74.00365,Entire home/apt,1,237,2.96,1,0,350
Brooklyn,Williamsburg,40.71657,-73.9595,Entire home/apt,5,1,0.09,1,117,350
Manhattan,Chelsea,40.74372,-74.00021,Entire home/apt,7,26,0.37,1,330,240
Manhattan,Upper West Side,40.77661,-73.98228,Entire home/apt,4,3,0.08,1,0,250
Brooklyn,Bedford-Stuyvesant,40.68449,-73.92773,Entire home/apt,1,38,3.79,1,195,75
Brooklyn,Greenpoint,40.73123,-73.95664,Private room,5,1,0.16,1,22,80
Brooklyn,Bedford-Stuyvesant,40.68084,-73.94779,Entire home/apt,2,259,4.43,1,285,115
Brooklyn,Bushwick,40.69859,-73.91398,Entire home/apt,7,0,,1,32,250
Brooklyn,Clinton Hill,40.68496,-73.96111,Entire home/apt,4,37,0.47,1,343,165
Brooklyn,Bushwick,40.69641,-73.90895,Shared room,30,2,0.11,8,325,30
Manhattan,East Village,40.73047,-73.98048,Private room,2,0,,1,0,83
Brooklyn,Prospect-Lefferts Gardens,40.66318,-73.95372,Entire home/apt,1,2,0.21,10,220,200
Brooklyn,Prospect-Lefferts Gardens,40.66342,-73.94519,Private room,1,100,7.71,3,316,90
Manhattan,Harlem,40.81118,-73.93977,Private room,14,5,0.14,1,0,50
Brooklyn,Crown Heights,40.67589,-73.95196,Private room,5,2,0.04,1,0,80
Manhattan,Hell's Kitchen,40.76441,-73.99437,Entire home/apt,30,2,0.09,31,345,100
Manhattan,Chelsea,40.74753,-74.00396,Entire home/apt,3,7,0.31,1,9,110
Manhattan,Murray Hill,40.74751,-73.98051,Entire home/apt,30,0,,8,355,300
Manhattan,East Village,40.72607,-73.97622,Entire home/apt,4,0,,1,26,145
Manhattan,East Harlem,40.79796,-73.93856,Private room,2,15,0.33,2,250,73
Manhattan,Harlem,40.82852,-73.94583,Entire home/apt,7,9,0.25,1,27,140
Brooklyn,Bedford-Stuyvesant,40.67737,-73.90935,Private room,1,43,4.8,4,52,75
Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,Entire home/apt,31,88,0.91,1,164,72
Brooklyn,Bedford-Stuyvesant,40.68647,-73.92849,Entire home/apt,2,168,4.11,2,291,112
Brooklyn,Bushwick,40.68696,-73.91382,Entire home/apt,2,179,4.47,1,123,75
Manhattan,Midtown,40.7608,-73.97391,Entire home/apt,1,1,1.0,6,365,820
Brooklyn,Cobble Hill,40.68828,-73.99821,Private room,3,14,0.8,1,173,105
Brooklyn,Midwood,40.61167,-73.95803,Private room,1,4,0.29,1,84,40
Queens,Ridgewood,40.70723,-73.91107,Private room,5,0,,1,0,40
Brooklyn,Bushwick,40.69852,-73.92428,Private room,2,4,1.43,2,64,75
Queens,Maspeth,40.74113,-73.90118,Entire home/apt,4,31,3.52,1,280,166
Manhattan,East Village,40.72482,-73.98242,Entire home/apt,4,6,1.14,1,83,105
Brooklyn,East New York,40.67449,-73.89053,Entire home/apt,3,65,2.43,2,132,84
Brooklyn,Borough Park,40.6289,-73.97683,Private room,1,9,1.23,2,0,35
Manhattan,East Village,40.72457,-73.98142,Entire home/apt,2,5,0.11,1,0,170
Queens,Jamaica,40.68073,-73.78354,Private room,1,336,11.91,2,345,45
Manhattan,Hell's Kitchen,40.7555,-73.99399,Entire home/apt,7,2,2.0,1,61,150
Manhattan,Murray Hill,40.75033,-73.97546,Entire home/apt,30,2,0.14,50,365,150
Manhattan,East Village,40.72521,-73.98316,Entire home/apt,5,2,0.22,1,0,120
Brooklyn,Williamsburg,40.7151,-73.95422,Entire home/apt,4,46,0.89,1,32,134
Brooklyn,Bushwick,40.68747,-73.90977,Private room,1,2,2.0,2,172,70
Brooklyn,Bedford-Stuyvesant,40.69159,-73.95765,Entire home/apt,5,2,0.42,1,0,80
Manhattan,Lower East Side,40.71909,-73.99028,Entire home/apt,1,98,2.13,1,240,95
Queens,Flushing,40.77354,-73.82371,Private room,2,25,1.54,7,14,60
Brooklyn,Clinton Hill,40.68683,-73.96572,Private room,6,2,0.25,1,250,64
Queens,Flushing,40.75406,-73.80613,Shared room,1,1,1.0,3,86,25
Brooklyn,Boerum Hill,40.68597,-73.98507,Entire home/apt,7,2,0.14,2,0,150
Brooklyn,Bedford-Stuyvesant,40.67903,-73.91037,Private room,1,2,1.05,4,9,60
Brooklyn,Williamsburg,40.71524,-73.96229,Entire home/apt,2,3,0.09,1,0,200
Brooklyn,Bushwick,40.69968,-73.93588,Private room,1,4,0.61,1,1,85
Brooklyn,Clinton Hill,40.6869,-73.96324,Entire home/apt,3,161,3.94,1,251,155
Brooklyn,Bedford-Stuyvesant,40.68118,-73.91107,Entire home/apt,2,152,4.68,1,14,119
Brooklyn,Williamsburg,40.71617,-73.95283,Entire home/apt,2,3,0.14,1,0,250
Manhattan,Harlem,40.8236,-73.94412,Private room,30,7,0.28,8,78,35
Manhattan,Flatiron District,40.7385,-73.98782,Entire home/apt,1,23,0.71,1,0,236
Manhattan,Gramercy,40.737,-73.98199,Private room,4,161,1.92,1,182,65
Brooklyn,Bushwick,40.70506,-73.91731,Entire home/apt,2,9,0.77,1,0,100
Brooklyn,Bushwick,40.7043,-73.92719,Private room,2,78,1.79,1,206,120
Brooklyn,Bushwick,40.70376,-73.92104,Entire home/apt,18,22,0.9,2,249,170
Manhattan,Theater District,40.75654,-73.98891,Entire home/apt,30,0,,121,364,369
Brooklyn,Bushwick,40.69757,-73.92611,Private room,1,0,,2,19,65
Queens,Woodside,40.7488,-73.90362,Private room,1,12,1.28,1,0,86
Manhattan,Battery Park City,40.70725,-74.01741,Entire home/apt,2,0,,1,0,390
Brooklyn,Brooklyn Heights,40.69299,-73.99283,Private room,1,0,,1,0,135
Brooklyn,Williamsburg,40.71502,-73.94749,Entire home/apt,1,5,0.13,1,0,57
Manhattan,Kips Bay,40.74015,-73.98038,Entire home/apt,2,0,,1,0,125
Brooklyn,Greenpoint,40.73293,-73.95919,Private room,3,52,1.49,2,0,60
Brooklyn,Bedford-Stuyvesant,40.68381,-73.94346,Entire home/apt,3,41,1.2,1,30,250
Brooklyn,Bushwick,40.69911,-73.92441,Private room,1,6,0.14,1,0,55
Manhattan,Hell's Kitchen,40.75399,-73.99764,Entire home/apt,2,14,1.89,1,93,243
Brooklyn,Bedford-Stuyvesant,40.68633,-73.92728,Entire home/apt,3,15,2.13,1,77,150
Manhattan,East Harlem,40.79333,-73.94274,Private room,1,0,,1,0,50
Manhattan,Chinatown,40.71675,-73.99092,Entire home/apt,2,9,0.18,1,0,200
Manhattan,Greenwich Village,40.72953,-74.00148,Entire home/apt,5,24,0.63,1,336,600
Manhattan,East Village,40.72454,-73.97931,Entire home/apt,3,52,1.51,1,285,495
Manhattan,East Village,40.72803,-73.98853,Private room,1,32,0.85,1,0,80
Manhattan,Upper West Side,40.77972,-73.97871,Private room,3,7,0.83,2,0,97
Manhattan,Upper East Side,40.77512,-73.95254,Private room,6,35,1.06,1,59,99
Brooklyn,Prospect Heights,40.67616,-73.97009,Entire home/apt,4,3,1.11,2,82,350
Queens,Elmhurst,40.74295,-73.87812,Private room,2,0,,1,358,130
Manhattan,Harlem,40.82744,-73.94707,Private room,2,86,4.01,1,97,50
Manhattan,Theater District,40.7583,-73.98295,Entire home/apt,3,138,5.73,1,234,210
Manhattan,Financial District,40.70788,-74.00484,Entire home/apt,29,0,,96,9,217
Brooklyn,Williamsburg,40.7167,-73.95272,Entire home/apt,2,2,0.04,1,0,210
Manhattan,Murray Hill,40.74936,-73.97836,Private room,1,25,3.3,3,32,153
Manhattan,Kips Bay,40.74482,-73.97827,Private room,15,25,1.1,1,29,69
Staten Island,Tottenville,40.49979,-74.24084,Private room,2,0,,1,364,110
Manhattan,Hell's Kitchen,40.75493,-73.99458,Entire home/apt,1,12,12.0,1,189,320
Brooklyn,Greenpoint,40.72004,-73.95424,Entire home/apt,2,11,1.49,1,0,199
Brooklyn,Bedford-Stuyvesant,40.69064,-73.95664,Entire home/apt,1,3,2.65,1,43,100
Brooklyn,Sunset Park,40.66294,-73.99349,Entire home/apt,2,48,3.42,2,171,169
Brooklyn,Bedford-Stuyvesant,40.69289,-73.94356,Private room,3,52,2.44,3,72,68
Brooklyn,Bedford-Stuyvesant,40.68791,-73.92256,Private room,2,61,4.38,1,92,45
Queens,Jackson Heights,40.75107,-73.87654,Private room,5,66,1.05,1,348,60
Queens,Jamaica,40.70262,-73.81579,Private room,1,0,,18,355,165
Manhattan,East Harlem,40.7885,-73.95093,Private room,2,2,2.0,1,11,80
Brooklyn,Williamsburg,40.71207,-73.95784,Entire home/apt,3,18,1.87,1,61,122
Manhattan,Harlem,40.8235,-73.94332,Entire home/apt,5,74,2.03,1,216,250
Brooklyn,Boerum Hill,40.68727,-73.98574,Entire home/apt,5,58,2.17,1,24,189
Manhattan,Morningside Heights,40.81308,-73.95993,Private room,31,1,0.1,1,1,45
Brooklyn,Bedford-Stuyvesant,40.69171,-73.9575,Entire home/apt,4,80,3.0,3,218,195
Manhattan,Financial District,40.70578,-74.00769,Entire home/apt,2,11,5.89,1,182,280
Manhattan,Upper East Side,40.77469,-73.95181,Entire home/apt,3,0,,1,350,230
Brooklyn,Crown Heights,40.6726,-73.95364,Private room,1,37,0.72,3,339,79
Brooklyn,Williamsburg,40.72032,-73.94561,Private room,7,2,0.32,2,212,130
Manhattan,Tribeca,40.71854,-74.00439,Private room,5,7,0.56,1,6,170
Brooklyn,Prospect-Lefferts Gardens,40.66018,-73.96005,Private room,1,229,3.94,1,20,72
Bronx,Riverdale,40.9008,-73.90639,Private room,6,2,0.05,1,340,49
Bronx,Kingsbridge,40.86286,-73.9024,Private room,2,24,1.56,2,365,35
Manhattan,Upper East Side,40.77715,-73.94788,Entire home/apt,2,3,0.06,1,0,135
Brooklyn,Williamsburg,40.70875,-73.95364,Private room,1,20,0.42,1,0,85
Manhattan,Upper East Side,40.76667,-73.9587,Entire home/apt,2,41,2.06,1,158,200
Manhattan,Upper West Side,40.78046,-73.9784,Entire home/apt,4,0,,1,0,150
Manhattan,Harlem,40.82119,-73.95556,Private room,1,16,0.4,2,0,70
Queens,Astoria,40.75616,-73.91657,Private room,15,3,0.48,3,331,60
Manhattan,Hell's Kitchen,40.76196,-73.99803,Entire home/apt,30,1,0.04,121,365,239
Queens,Ridgewood,40.70056,-73.9106,Private room,2,14,4.08,4,165,49
Manhattan,Upper West Side,40.79638,-73.96332,Entire home/apt,30,1,0.09,16,284,125
Queens,Long Island City,40.75561,-73.93596,Private room,2,1,0.06,1,0,59
Brooklyn,Bedford-Stuyvesant,40.68248,-73.95149,Private room,1,93,1.38,15,305,60
Manhattan,Harlem,40.81358,-73.94296,Entire home/apt,3,71,2.67,3,199,177
Manhattan,Morningside Heights,40.80206,-73.95949,Private room,3,0,,1,364,150
Brooklyn,Williamsburg,40.71872,-73.96042,Entire home/apt,4,33,0.44,2,1,189
Manhattan,Gramercy,40.73894,-73.98651,Entire home/apt,2,0,,1,0,340
Brooklyn,Midwood,40.61402,-73.94467,Entire home/apt,7,0,,1,0,70
Queens,Ozone Park,40.68226,-73.84396,Shared room,1,0,,1,0,25
Brooklyn,Bedford-Stuyvesant,40.69085,-73.95578,Private room,2,41,1.25,4,83,55
Queens,Jackson Heights,40.75236,-73.89172,Private room,3,23,0.85,1,177,70
Manhattan,Greenwich Village,40.73383,-73.99899,Entire home/apt,2,0,,1,0,200
Brooklyn,Prospect-Lefferts Gardens,40.6569,-73.9568,Entire home/apt,3,13,0.57,1,0,70
Queens,Ditmars Steinway,40.77383,-73.90558,Private room,2,4,0.64,1,89,70
Queens,Ditmars Steinway,40.7772,-73.90258,Private room,2,0,,1,8,79
Brooklyn,Bedford-Stuyvesant,40.69493,-73.94525,Private room,3,2,0.17,4,0,55
Manhattan,Chelsea,40.74222,-73.99444,Entire home/apt,29,1,0.09,96,220,250
Brooklyn,Bedford-Stuyvesant,40.692,-73.93852,Private room,1,13,0.26,1,0,45
Manhattan,East Village,40.72136,-73.97882,Private room,2,14,0.55,1,0,89
Manhattan,Harlem,40.82088,-73.9523,Private room,25,0,,1,0,36
Queens,Astoria,40.76088,-73.92233,Private room,1,13,0.33,2,183,95
Manhattan,Midtown,40.76385,-73.98212,Entire home/apt,1,1,0.02,1,0,250
Brooklyn,Carroll Gardens,40.68572,-73.99286,Entire home/apt,1,6,0.23,2,0,199
Brooklyn,Greenpoint,40.71895,-73.95332,Entire home/apt,4,0,,1,7,164
Brooklyn,Bedford-Stuyvesant,40.68367,-73.95155,Private room,2,7,2.02,7,272,65
Queens,Astoria,40.76599,-73.91225,Private room,1,9,9.0,7,253,100
Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.95725,Private room,2,27,0.88,1,136,125
Brooklyn,Bushwick,40.69145,-73.92152,Private room,2,4,0.18,1,0,40
Queens,Ridgewood,40.70216,-73.89944,Entire home/apt,10,1,0.04,1,0,75
Queens,Sunnyside,40.74795,-73.91744,Private room,3,6,0.36,4,29,108
Brooklyn,Bedford-Stuyvesant,40.69279,-73.94654,Private room,10,0,,1,359,50
Brooklyn,Bushwick,40.6825,-73.90818,Entire home/apt,2,234,3.9,1,255,149
Manhattan,East Harlem,40.80447,-73.94034,Private room,30,0,,5,356,50
Brooklyn,East Flatbush,40.64206,-73.94059,Private room,2,17,3.57,4,318,50
Brooklyn,Bedford-Stuyvesant,40.68669,-73.91897,Private room,3,0,,1,365,72
Brooklyn,Boerum Hill,40.68554,-73.98471,Entire home/apt,2,10,0.18,1,0,265
Manhattan,East Harlem,40.7927,-73.94033,Entire home/apt,3,0,,3,17,300
Brooklyn,Bedford-Stuyvesant,40.68944,-73.95089,Private room,7,1,0.12,1,0,50
Brooklyn,Brooklyn Heights,40.69015,-73.99271,Entire home/apt,5,2,2.0,1,10,150
Queens,St. Albans,40.70275,-73.75043,Private room,2,3,0.4,2,105,70
Bronx,Tremont,40.83875,-73.88728,Private room,3,15,0.28,3,0,38
Queens,Maspeth,40.72721,-73.89346,Entire home/apt,4,1,0.64,2,129,200
Bronx,Belmont,40.85487,-73.88711,Private room,7,0,,1,0,70
Manhattan,Upper East Side,40.7731,-73.95169,Entire home/apt,4,20,0.55,1,82,150
Brooklyn,Bushwick,40.69545,-73.91967,Private room,2,182,3.62,2,16,33
Brooklyn,Bushwick,40.69692,-73.90832,Entire home/apt,4,76,2.61,1,76,135
Brooklyn,Greenpoint,40.72257,-73.94544,Entire home/apt,30,8,0.37,1,183,115
Brooklyn,Bedford-Stuyvesant,40.68248,-73.92811,Entire home/apt,2,139,2.93,1,235,155
Manhattan,Financial District,40.70816,-74.0019,Entire home/apt,2,2,1.02,1,127,365
Queens,Woodhaven,40.68904,-73.85052,Entire home/apt,1,155,4.34,1,173,71
Brooklyn,Carroll Gardens,40.68486,-73.99358,Entire home/apt,3,1,0.16,1,0,200
Manhattan,Upper East Side,40.77537,-73.95029,Entire home/apt,4,147,2.76,1,310,169
Manhattan,West Village,40.73501,-74.00835,Entire home/apt,30,0,,1,329,180
Queens,Astoria,40.75818,-73.92679,Private room,2,191,4.0,3,24,35
Manhattan,Hell's Kitchen,40.75763,-73.99482,Private room,6,62,0.76,2,80,95
Bronx,Bronxdale,40.85499,-73.86728,Private room,4,10,0.3,1,88,43
Brooklyn,Williamsburg,40.71691,-73.96302,Entire home/apt,3,19,1.1,1,4,200
Manhattan,Upper West Side,40.78239,-73.97581,Entire home/apt,2,10,0.25,1,0,199
Manhattan,Washington Heights,40.83892,-73.94265,Entire home/apt,3,4,0.13,1,7,120
Manhattan,Midtown,40.75205,-73.97076,Private room,1,1,1.0,1,1,100
Manhattan,Lower East Side,40.71712,-73.98898,Private room,30,25,0.49,1,0,200
Brooklyn,Williamsburg,40.70761,-73.9424,Entire home/apt,2,1,0.11,2,3,105
Queens,Glendale,40.70002,-73.89364,Private room,7,1,0.11,1,365,35
Brooklyn,Fort Greene,40.68531,-73.97451,Private room,1,152,6.58,2,41,75
Manhattan,Upper East Side,40.7606,-73.96028,Entire home/apt,30,17,0.32,34,316,155
Brooklyn,Bedford-Stuyvesant,40.68191,-73.95812,Entire home/apt,3,1,0.16,1,0,130
Manhattan,East Village,40.73281,-73.98686,Entire home/apt,4,12,0.37,1,3,250
Brooklyn,Prospect-Lefferts Gardens,40.66005,-73.94216,Private room,3,0,,1,11,40
Brooklyn,Bedford-Stuyvesant,40.68263,-73.92264,Entire home/apt,3,42,2.23,1,275,350
Manhattan,Inwood,40.86679,-73.92699,Entire home/apt,30,1,0.09,1,0,115
Brooklyn,Prospect-Lefferts Gardens,40.66202,-73.96195,Entire home/apt,16,0,,1,0,80
Brooklyn,Columbia St,40.68443,-74.00392,Entire home/apt,3,37,1.06,1,22,162
Brooklyn,Sheepshead Bay,40.60614,-73.95374,Private room,1,24,0.99,1,20,50
Manhattan,Chelsea,40.74398,-73.99624,Entire home/apt,6,127,1.68,2,303,499
Manhattan,Greenwich Village,40.7311,-74.00014,Private room,1,20,0.4,1,364,170
Brooklyn,Prospect Heights,40.68013,-73.97451,Private room,3,3,0.2,1,18,640
Bronx,Mott Haven,40.81132,-73.91715,Entire home/apt,3,1,0.64,3,48,145
Brooklyn,Williamsburg,40.71782,-73.96318,Entire home/apt,1,0,,4,179,1000
Queens,Long Island City,40.76245,-73.93286,Private room,3,9,0.94,1,0,66
Manhattan,Hell's Kitchen,40.76616,-73.98916,Entire home/apt,2,107,3.95,1,46,484
Brooklyn,Williamsburg,40.71659,-73.9458,Private room,30,1,0.02,1,0,90
Manhattan,Harlem,40.80419,-73.95582,Private room,4,57,2.67,1,74,90
Queens,Long Island City,40.74741,-73.94712,Private room,1,141,2.77,2,331,95
Brooklyn,Williamsburg,40.70969,-73.96225,Private room,1,12,0.21,1,180,150
Brooklyn,Bushwick,40.6897,-73.921,Private room,1,4,0.32,1,0,99
Brooklyn,Williamsburg,40.72128,-73.95547,Entire home/apt,2,8,0.43,1,0,175
Manhattan,Harlem,40.80458,-73.94888,Private room,3,0,,1,0,120
Brooklyn,Bushwick,40.7014,-73.91798,Private room,2,4,0.12,1,0,80
Brooklyn,Bedford-Stuyvesant,40.69356,-73.94537,Private room,2,16,2.17,4,3,80
Manhattan,Hell's Kitchen,40.75878,-73.99011,Entire home/apt,5,7,1.53,1,22,220
Manhattan,Theater District,40.75954,-73.98604,Entire home/apt,29,0,,327,357,217
Queens,Flushing,40.75414,-73.81536,Private room,1,0,,1,365,75
Manhattan,Lower East Side,40.71978,-73.98424,Entire home/apt,2,6,0.13,1,0,205
Manhattan,Midtown,40.75643,-73.96375,Entire home/apt,30,1,1.0,14,333,300
Manhattan,Lower East Side,40.71987,-73.98641,Entire home/apt,1,32,0.51,1,3,150
Brooklyn,Crown Heights,40.67822,-73.95883,Entire home/apt,5,14,0.29,1,0,150
Manhattan,Harlem,40.81189,-73.94148,Private room,2,20,0.42,1,0,64
Manhattan,East Harlem,40.79788,-73.93265,Entire home/apt,7,0,,1,278,160
Manhattan,West Village,40.73435,-73.99903,Entire home/apt,8,23,0.5,1,0,230
Manhattan,Chinatown,40.71403,-73.99076,Entire home/apt,1,2,0.25,1,365,1000
Manhattan,Hell's Kitchen,40.76424,-73.98713,Private room,1,0,,1,0,60
Manhattan,Murray Hill,40.74472,-73.97205,Entire home/apt,29,1,0.3,96,58,177
Bronx,Fordham,40.87035,-73.89335,Private room,3,86,2.88,10,78,79
Brooklyn,East Flatbush,40.6493,-73.94547,Private room,2,30,1.21,1,104,75
Manhattan,Midtown,40.76518,-73.98211,Private room,3,0,,1,0,500
Brooklyn,Bedford-Stuyvesant,40.69156,-73.95307,Private room,2,3,0.35,1,0,87
Brooklyn,Bushwick,40.69603,-73.92537,Entire home/apt,2,2,2.0,1,32,200
Manhattan,Harlem,40.82,-73.95331,Private room,4,8,0.26,1,0,59
Queens,East Elmhurst,40.75712,-73.8874,Entire home/apt,1,19,4.01,2,143,99
Manhattan,East Harlem,40.8018,-73.9413,Entire home/apt,2,25,2.06,1,6,120
Brooklyn,Bay Ridge,40.63555,-74.02962,Private room,1,14,4.83,4,154,75
Manhattan,Washington Heights,40.85108,-73.93912,Private room,1,8,0.62,1,0,60
Manhattan,Chinatown,40.71692,-73.9947,Entire home/apt,31,3,1.76,1,176,239
Manhattan,East Village,40.72454,-73.98688,Private room,1,41,0.77,1,0,175
Brooklyn,Carroll Gardens,40.68105,-73.99267,Private room,1,20,1.29,4,151,53
Brooklyn,Williamsburg,40.71617,-73.95379,Entire home/apt,5,54,1.38,1,274,350
Brooklyn,East New York,40.66483,-73.88208,Entire home/apt,4,148,3.75,1,111,119
Queens,Long Island City,40.75905,-73.93203,Entire home/apt,2,106,4.73,1,188,295
Manhattan,Midtown,40.76429,-73.98043,Private room,7,17,0.29,3,309,125
Brooklyn,Flatbush,40.64438,-73.95408,Private room,5,4,0.09,1,89,55
Brooklyn,Bushwick,40.68705,-73.91456,Private room,2,85,8.31,2,309,75
Manhattan,Lower East Side,40.72205,-73.9913,Private room,1,3,0.17,3,0,118
Brooklyn,Greenpoint,40.73388,-73.95536,Entire home/apt,3,32,1.67,1,56,159
Brooklyn,Bushwick,40.70187,-73.92389,Private room,1,1,1.0,2,11,50
Manhattan,Kips Bay,40.74257,-73.97948,Private room,2,5,0.66,1,230,355
Manhattan,East Village,40.72469,-73.99111,Entire home/apt,3,1,0.05,1,0,250
Manhattan,Kips Bay,40.74025,-73.97896,Entire home/apt,30,9,0.36,91,157,142
Queens,Sunnyside,40.74942,-73.91491,Private room,2,4,2.55,2,2,60
Brooklyn,Williamsburg,40.71643,-73.95431,Private room,3,0,,1,0,90
Brooklyn,Sunset Park,40.65828,-73.98983,Private room,2,7,0.58,1,0,55
Manhattan,Greenwich Village,40.73028,-74.00015,Entire home/apt,1,4,0.85,2,29,220
Manhattan,East Village,40.72475,-73.98009,Entire home/apt,3,0,,1,0,140
Manhattan,Midtown,40.75393,-73.97316,Entire home/apt,2,29,1.58,1,18,200
Manhattan,Midtown,40.74444,-73.99015,Entire home/apt,30,0,,232,324,343
Manhattan,Harlem,40.82175,-73.95109,Private room,2,57,5.9,2,13,57
Queens,Jackson Heights,40.75149,-73.87872,Private room,2,16,2.55,1,134,100
Brooklyn,Clinton Hill,40.69088,-73.96653,Entire home/apt,1,0,,1,26,126
Queens,Sunnyside,40.74239,-73.92213,Private room,2,12,0.16,1,332,65
Queens,Astoria,40.76494,-73.92752,Private room,4,28,0.74,2,242,86
Manhattan,Murray Hill,40.74793,-73.97958,Entire home/apt,5,2,0.15,1,0,120
Brooklyn,East Flatbush,40.65381,-73.94819,Private room,2,48,2.58,2,0,30
Queens,Astoria,40.75684,-73.91705,Private room,1,4,0.64,1,88,65
Manhattan,Washington Heights,40.84005,-73.93735,Private room,1,1,0.02,2,0,65
Manhattan,Lower East Side,40.7203,-73.98698,Private room,3,24,0.56,4,333,99
Brooklyn,Prospect-Lefferts Gardens,40.66116,-73.96166,Entire home/apt,1,3,0.12,1,4,70
